record_number,federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,reported_physical_therapist_staffing_hours_per_resident_per_day,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date,County,County_Code,FIPS,nurse_aide_hours_per_week,lpn_hours_per_week,rn_hours_per_week,physical_therapist_hours_per_week,total_staff_hours_per_week
47411,345474,FRIENDS HOMES WEST,6100 W FRIENDLY AVENUE,GREENSBORO,NC,27410,3362929952,400,Guilford,Non profit - Corporation,20,19.4,,Medicare and Medicaid,N,FRIENDS HOMES INC.,1995-09-11,Y,,N,N,N,Resident,Yes,5,,5,,2,,2,,,2,,2,,2,6,6,,,,,,,,,,,,,,,2020-01-30,2,2,0,8,1,0,8,2019-01-04,0,0,0,0,0,0,0,2017-12-20,0,0,0,0,0,0,0,4.000,0,0,0,0,0,0,0,"6100 W FRIENDLY AVENUE,GREENSBORO,NC,27410",2021-10-01,Guilford,81,37081,1065,456,270,36,1827
47416,345475,TSALI CARE CENTER,55 ECHOTA CHURCH ROAD,CHEROKEE,NC,28719,8284975048,860,Swain,Government - Federal,72,51.7,,Medicare and Medicaid,N,CHEROKEE INDIAN HOSPITAL AUTHORITY,1996-04-18,N,,N,N,N,Resident,Yes,2,,1,,3,,3,,3,,5,,5,,,,3.57061,0.28292,1.20981,1.49273,5.06334,0.03355,1.84882,0.70265,0.34435,2.89582,3.97161,0.29847,1.34065,5.55906,2020-08-28,4,4,0,24,1,0,24,2019-11-01,7,5,2,193,1,0,193,2018-10-18,21,13,8,108,1,0,108,94.333,7,1,0,2,61419,1,3,"55 ECHOTA CHURCH ROAD,CHEROKEE,NC,28719",2021-10-01,Swain,173,37173,1292,102,438,12,1844
47421,345477,THE OAKS AT SWEETEN CREEK,3864 SWEETEN CREEK ROAD,ARDEN,NC,28704,8286810904,100,Buncombe,For profit - Corporation,100,68.6,,Medicare and Medicaid,N,OAKS AT SWEETEN CREEK HEALTHCARE,1996-07-02,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,5,,3,,4,,,,1.73407,0.65167,0.96307,1.61474,3.34880,0.06227,1.94660,0.79492,0.41074,3.15225,1.83193,0.60770,0.89471,3.37756,2020-01-16,9,7,2,48,1,0,48,2018-12-21,9,8,2,123,1,0,123,2017-12-11,13,12,1,48,1,0,48,73.000,1,3,2,3,31096,0,3,"3864 SWEETEN CREEK ROAD,ARDEN,NC,28704",2021-10-01,Buncombe,21,37021,833,313,462,30,1638
47426,345478,HARNETT WOODS NURSING AND REHABILITATION CENTER,604 LUCAS ROAD,DUNN,NC,28334,9108914600,420,Harnett,For profit - Corporation,100,75.0,,Medicare and Medicaid,N,"REDWOOD LTC GROUP, LLC",1996-09-26,N,,N,Y,N,Resident,Yes,4,,4,,2,,2,,2,,2,,2,,,,1.82049,1.56196,0.44962,2.01158,3.83207,0.07505,2.18380,0.80076,0.41999,3.40455,1.71434,1.44594,0.40851,3.57857,2019-05-31,4,4,0,16,1,0,16,2018-04-26,3,1,0,24,1,0,24,2017-02-23,1,1,0,4,1,0,4,16.667,0,0,2,0,0,0,0,"604 LUCAS ROAD,DUNN,NC,28334",2021-10-01,Harnett,85,37085,956,820,236,39,2051
47431,345479,SALEMTOWNE,1550 BABCOCK DRIVE,WINSTON SALEM,NC,27106,3367678130,330,Forsyth,Non profit - Corporation,100,76.4,,Medicare and Medicaid,N,MORAVIAN HOME INCORPORATED,1996-10-15,Y,,N,Y,N,Both,Yes,4,,4,,3,,2,,4,,3,,2,,,,4.33922,1.5723,0.54215,2.11445,6.45367,0.18112,2.10918,0.79195,0.43051,3.33165,4.23075,1.47171,0.48053,6.15862,2019-09-19,2,2,0,12,1,0,12,2018-07-19,0,0,0,0,0,0,0,2017-05-25,1,1,0,4,1,0,4,6.667,0,0,0,2,1625,0,2,"1550 BABCOCK DRIVE,WINSTON SALEM,NC,27106",2021-10-01,Forsyth,67,37067,2321,841,290,97,3549
47436,345481,WOODLANDS NURSING & REHABILITATION CENTER,400 PELT DRIVE,FAYETTEVILLE,NC,28301,9108220515,250,Cumberland,For profit - Individual,80,68.2,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1997-02-27,N,,N,N,N,Resident,Yes,4,,4,,3,,1,,5,,2,,2,,,,2.30403,0.91167,0.36236,1.27403,3.57806,0.14435,1.96715,0.70332,0.32868,2.99915,2.40864,0.96088,0.42069,3.79302,2021-05-13,4,4,0,20,1,0,20,2019-11-21,1,1,0,4,1,0,4,2019-01-18,3,1,2,28,1,0,28,16.000,2,6,0,1,66882,0,1,"400 PELT DRIVE,FAYETTEVILLE,NC,28301",2021-10-01,Cumberland,51,37051,1100,435,173,69,1777
47441,345482,BROOKDALE CARRIAGE CLUB PROVIDENCE,5804 OLD PROVIDENCE ROAD,CHARLOTTE,NC,28226,7043658551,590,Mecklenburg,For profit - Corporation,14,3.6,,Medicare,N,ARCLP CHARLOTTE LLC,1997-04-03,Y,,N,N,N,Resident,Yes,4,,4,,3,,,2,3,,,2,,2,6,6,,,,,,,,,,,,,,,2019-10-10,4,4,0,12,1,0,12,2018-10-18,3,1,2,28,1,0,28,2017-11-30,0,0,0,0,0,0,0,15.333,1,0,2,2,10358,0,2,"5804 OLD PROVIDENCE ROAD,CHARLOTTE,NC,28226",2021-10-01,Mecklenburg,119,37119,1065,456,270,36,1827
47446,345483,SHAIRE NURSING CENTER,1450 SHAIRE CENTER DRIVE,LENOIR,NC,28645,8287284673,130,Caldwell,For profit - Corporation,60,52.1,,Medicare and Medicaid,N,SHAIRE NURSING CENTER,1997-06-16,N,,N,N,N,Both,Yes,4,,4,,3,,4,,2,,3,,3,,,,2.42013,1.12418,0.6039,1.72808,4.14821,0.02334,2.18602,0.69235,0.34240,3.22077,2.27669,1.20363,0.67302,4.09483,2020-02-06,0,0,0,0,0,0,0,2019-03-28,3,3,0,20,1,0,20,2018-02-08,1,1,0,4,1,0,4,7.333,0,0,0,1,650,0,1,"1450 SHAIRE CENTER DRIVE,LENOIR,NC,28645",2021-10-01,Caldwell,27,37027,883,410,220,9,1522
47456,345487,CHERRY POINT BAY NURSING AND REHABILITATION CENTER,110 MCCOTTER BOULEVARD,HAVELOCK,NC,28532,2524444631,240,Craven,For profit - Corporation,70,57.6,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1998-03-13,N,,N,Y,N,Resident,Yes,5,,5,,5,,5,,5,,2,,3,,,,1.69138,0.74706,0.60357,1.35062,3.04200,0.0685,2.10284,0.76049,0.43587,3.29919,1.65407,0.72820,0.52840,2.93148,2019-08-01,1,1,0,4,1,0,4,2018-06-29,0,0,0,0,0,0,0,2017-05-26,0,0,0,0,0,0,0,2.000,0,0,0,0,0,0,0,"110 MCCOTTER BOULEVARD,HAVELOCK,NC,28532",2021-10-01,Craven,49,37049,682,301,243,28,1254
47461,345489,SATURN NURSING AND REHABILITATION CENTER,1930 WEST SUGAR CREEK ROAD,CHARLOTTE,NC,28262,7045984480,590,Mecklenburg,Non profit - Corporation,120,106.4,,Medicare and Medicaid,N,"SATURN HEALTH, INC",1998-11-05,N,,N,Y,N,Resident,Yes,1,,1,,2,,4,,1,,1,,1,,,,1.40467,0.86087,0.34101,1.20189,2.60656,0.05158,2.01407,0.84361,0.48677,3.34445,1.43424,0.75645,0.26732,2.47787,2019-08-09,15,2,13,234,1,0,234,2018-07-20,7,7,0,36,1,0,36,2017-05-11,4,1,3,16,1,0,16,131.667,3,42,0,2,80477,0,2,"1930 WEST SUGAR CREEK ROAD,CHARLOTTE,NC,28262",2021-10-01,Mecklenburg,119,37119,1046,641,254,38,1979
47466,345490,AYDEN COURT NURSING AND REHABILITATION CENTER,128 SNOW HILL ROAD,AYDEN,NC,28513,2527468223,730,Pitt,For profit - Corporation,82,76.7,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1999-02-05,N,,Y,N,N,Resident,Yes,2,,2,,4,,3,,5,,2,,3,,,,1.76435,0.56835,0.72759,1.29594,3.06029,0.07862,2.13685,0.80008,0.42747,3.36440,1.69797,0.52658,0.64950,2.89194,2021-03-05,4,4,0,32,1,0,32,2019-02-07,5,5,0,40,1,0,40,2018-04-06,11,11,0,60,1,0,60,39.333,0,0,0,3,33113,0,3,"128 SNOW HILL ROAD,AYDEN,NC,28513",2021-10-01,Pitt,147,37147,947,305,391,42,1685
47471,345491,CROATAN RIDGE NURSING AND REHABILITATION CENTER,210 FOXHALL ROAD,NEWPORT,NC,28570,2522232560,150,Carteret,For profit - Corporation,64,46.7,,Medicare and Medicaid,N,"RIVER NEUSE GROUP, LLC",1999-02-04,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,3,,3,,,,2.05025,1.12658,0.67849,1.80507,3.85533,0.06342,2.23734,0.78405,0.43165,3.45304,1.88450,1.06513,0.59979,3.54972,2021-03-03,2,1,0,12,1,0,12,2019-02-15,4,4,2,28,1,0,28,2018-01-25,2,1,1,8,1,0,8,16.667,1,5,1,0,0,0,0,"210 FOXHALL ROAD,NEWPORT,NC,28570",2021-10-01,Carteret,31,37031,670,368,222,21,1281
47476,345492,NC STATE VETERANS HOME - FAYETTEVILLE,214 COCHRAN AVENUE,FAYETTEVILLE,NC,28301,9104824131,250,Cumberland,Government - State,150,112.4,,Medicare and Medicaid,N,NC DEPT OF MILITARY AND VETERANS AFFAIRS NC DIVISION OF VETERANS AFFAI,1999-05-11,N,,N,N,N,Both,Yes,5,,4,,5,,4,,5,,3,,3,,,,2.41795,0.97468,0.52311,1.49779,3.91574,0.0677,1.96362,0.65499,0.30038,2.91899,2.53226,1.10309,0.66453,4.26497,2020-02-13,3,3,0,12,1,0,12,2019-01-10,4,4,0,16,1,0,16,2018-02-02,4,4,0,16,2,8,24,15.333,1,0,0,1,2013,0,1,"214 COCHRAN AVENUE,FAYETTEVILLE,NC,28301",2021-10-01,Cumberland,51,37051,1902,767,412,53,3134
47481,345493,HENDERSONVILLE HEALTH AND REHABILITATION,104 COLLEGE DRIVE,FLAT ROCK,NC,28731,8286938600,440,Henderson,For profit - Corporation,130,93.7,,Medicare and Medicaid,N,HENDERSONVILLE HEALTH AND REHABILITATION,1999-06-03,N,,N,Y,N,Resident,Yes,3,,3,,5,,5,,5,,1,12,1,12,,,1.49706,0.52902,0.38737,0.91639,2.41345,0.06393,2.33198,0.90691,0.52516,3.76405,1.32018,0.43241,0.28146,2.03853,2019-07-25,2,2,1,8,1,0,8,2018-06-07,8,8,0,44,1,0,44,2017-07-20,5,4,1,24,1,0,24,22.667,0,0,0,0,0,0,0,"104 COLLEGE DRIVE,FLAT ROCK,NC,28731",2021-10-01,Henderson,89,37089,982,347,254,42,1625
47486,345494,PEAK RESOURCES -  GASTONIA,2780 X-RAY DRIVE,GASTONIA,NC,28054,7048610981,350,Gaston,For profit - Corporation,104,87.1,,Medicare and Medicaid,N,"CENTURY CARE OF GASTONIA, INC",1999-06-30,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,3,,,,1.88895,0.78133,0.56235,1.34368,3.23263,0.05865,2.05296,0.76559,0.36942,3.18797,1.89217,0.75652,0.58087,3.22387,2020-02-06,2,1,0,12,1,0,12,2019-02-21,4,4,0,16,1,0,16,2017-12-08,1,1,0,4,1,0,4,12.000,0,0,1,0,0,0,0,"2780 X-RAY DRIVE,GASTONIA,NC,28054",2021-10-01,Gaston,71,37071,1152,476,343,36,2007
47491,345495,THE STEWART HEALTH CENTER,6920 MARCHING DUCK DRIVE,CHARLOTTE,NC,28210,7047145555,590,Mecklenburg,Non profit - Corporation,56,41.5,,Medicare,N,THE CYPRESS OF CHARLOTTE CLUB INC.,1999-09-23,Y,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,5,,5,,,,3.30398,1.4884,0.987,2.47541,5.77938,0.13345,1.83804,0.62571,0.27710,2.74085,3.69659,1.76332,1.35916,6.70396,2021-04-14,0,0,0,0,0,0,0,2019-07-12,2,2,0,16,1,0,16,2018-08-16,0,0,0,0,0,0,0,5.333,0,0,0,0,0,0,0,"6920 MARCHING DUCK DRIVE,CHARLOTTE,NC,28210",2021-10-01,Mecklenburg,119,37119,960,432,287,39,1718
47496,345496,LIBERTY COMMONS NURSING & REHAB ALAMANCE,791 BOONE STATION DRIVE,BURLINGTON,NC,27215,3365869850,000,Alamance,For profit - Corporation,90,58.5,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",1999-10-06,N,,N,N,N,Resident,Yes,3,,3,,4,,2,,5,,2,,2,,,,1.72713,0.85928,0.33263,1.19191,2.91904,0.10134,1.92722,0.69014,0.32398,2.94134,1.84295,0.92295,0.39178,3.15522,2019-10-17,8,5,2,32,1,0,32,2018-09-12,10,5,4,40,1,0,40,2017-10-13,1,1,0,8,1,0,8,30.667,0,4,2,1,3250,0,1,"791 BOONE STATION DRIVE,BURLINGTON,NC,27215",2021-10-01,Alamance,1,37001,707,352,136,41,1236
47501,345499,LITCHFORD FALLS HEALTHCARE,8200 LITCHFORD ROAD,RALEIGH,NC,27615,9198787772,910,Wake,For profit - Corporation,70,75.9,,Medicare and Medicaid,N,"UNIVERSAL HEALTH CARE / RALEIGH, INC",2000-03-02,N,,N,N,N,Resident,Yes,3,,3,,4,,3,,5,,2,,2,,,,2.53668,1.05109,0.40992,1.46101,3.99768,0.06273,2.10024,0.82308,0.48514,3.40846,2.48380,0.94663,0.32242,3.72894,2021-05-14,4,2,2,16,1,0,16,2019-04-12,2,2,0,12,1,0,12,2018-05-10,7,7,0,40,1,0,40,18.667,0,1,0,0,0,0,0,"8200 LITCHFORD ROAD,RALEIGH,NC,27615",2021-10-01,Wake,183,37183,1348,558,218,33,2157
47506,345500,WINDSOR POINT CONTINUING CARE,1221 BROAD STREET,FUQUAY VARINA,NC,27526,9195524580,420,Harnett,For profit - Corporation,45,23.7,,Medicare,N,WINDSOR POINT INC.,2000-03-17,Y,,N,N,N,Resident,Yes,4,,4,,3,,3,,3,,4,,4,,,,2.15476,1.29764,0.92979,2.22742,4.38218,0.06012,2.24814,0.65852,0.39325,3.29991,1.97104,1.46072,0.90222,4.22206,2021-03-18,1,1,0,4,1,0,4,2019-06-12,1,0,0,16,0,0,16,2018-08-30,0,0,0,0,0,0,0,7.333,0,0,1,1,655,0,1,"1221 BROAD STREET,FUQUAY VARINA,NC,27526",2021-10-01,Harnett,85,37085,357,215,154,10,736
47511,345501,CROASDAILE VILLAGE,2600 CROASDAILE FARM PARKWAY,DURHAM,NC,27705,9193842304,310,Durham,Non profit - Corporation,110,78.6,,Medicare and Medicaid,N,"THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED",2000-01-03,Y,,N,Y,N,Resident,Yes,5,,4,,5,,4,,5,,4,,4,,,,3.37446,0.95578,0.90225,1.85802,5.23249,0.19743,2.13515,0.71357,0.34590,3.19462,3.25010,0.99289,0.99534,5.20745,2019-08-22,2,2,0,8,1,0,8,2018-06-28,1,0,0,4,0,0,4,2017-05-25,3,3,0,20,1,0,20,8.667,0,0,1,2,3900,0,2,"2600 CROASDAILE FARM PARKWAY,DURHAM,NC,27705",2021-10-01,Durham,63,37063,1857,526,496,109,2988
47516,345502,LAKE PARK NURSING AND REHABILITATION CENTER,3315 FAITH CHURCH ROAD,INDIAN TRAIL,NC,28079,7048823420,890,Union,For profit - Partnership,120,81.3,,Medicare and Medicaid,N,"EVEREST LONG TERM CARE, LLC",2000-06-07,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,2,,3,,3,,,,2.01391,0.98037,0.71966,1.70003,3.71394,0.09779,2.06915,0.79354,0.41696,3.27966,2.00155,0.91581,0.65860,3.60032,2021-06-16,0,0,0,0,0,0,0,2019-11-01,8,8,4,32,1,0,32,2018-09-13,7,3,4,28,1,0,28,15.333,0,9,0,0,0,0,0,"3315 FAITH CHURCH ROAD,INDIAN TRAIL,NC,28079",2021-10-01,Union,179,37179,1146,558,410,56,2170
47521,345503,LIBERTY COMMONS NSG & REHAB  CTR OF ROWAN COUNTY,4412 SOUTH MAIN STREET,SALISBURY,NC,28147,7046373040,790,Rowan,For profit - Corporation,90,71.0,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",2000-05-31,N,,N,N,N,Resident,Yes,1,,1,,4,,3,,5,,1,,1,,,,1.66331,1.24458,0.27295,1.51753,3.18084,0.07632,2.25896,0.80031,0.38542,3.44469,1.51420,1.15279,0.27024,2.93581,2019-10-24,8,7,0,84,1,0,84,2018-11-30,9,6,2,48,1,0,48,2018-01-06,10,6,4,193,1,0,193,90.167,0,4,2,3,21651,0,3,"4412 SOUTH MAIN STREET,SALISBURY,NC,28147",2021-10-01,Rowan,159,37159,827,619,136,38,1620
47526,345505,CAROLINA REHAB CENTER OF CUMBERLAND,4600 CUMBERLAND ROAD,FAYETTEVILLE,NC,28306,9104291690,250,Cumberland,For profit - Corporation,136,123.0,,Medicare and Medicaid,N,"CAROLINA HEALTH CARE CENTER OF CUMBERLAND COUNTY, LP",2000-10-26,N,SFF Candidate,N,N,N,Resident,Yes,1,,1,,3,,2,,4,,2,,2,,,,1.61789,0.84238,0.42062,1.26299,2.88089,0.10554,1.86204,0.70551,0.32017,2.88772,1.78682,0.88509,0.50130,3.17181,2021-06-11,13,8,6,163,1,0,163,2019-03-14,20,12,9,333,1,0,333,2018-04-26,10,3,7,44,1,0,44,199.833,0,35,2,4,590147,0,4,"4600 CUMBERLAND ROAD,FAYETTEVILLE,NC,28306",2021-10-01,Cumberland,51,37051,1393,725,362,91,2571
47531,345506,WHITESTONE  A MASONIC AND EASTERN STAR COMMUNITY,700 SOUTH HOLDEN ROAD,GREENSBORO,NC,27407,3362990031,400,Guilford,Non profit - Corporation,60,20.1,,Medicare and Medicaid,N,"MASONIC AND EASTERN STAR HOME OF NORTH CAROLINA, INCORPORATED",2000-10-26,Y,,N,N,N,Resident,Yes,5,,4,,5,,3,,5,,,2,,2,6,6,,,,,,,,,,,,,,,2021-03-05,3,3,1,16,1,0,16,2019-10-10,4,3,2,16,1,0,16,2018-11-29,4,4,1,8,1,0,8,14.667,0,4,0,2,1625,0,2,"700 SOUTH HOLDEN ROAD,GREENSBORO,NC,27407",2021-10-01,Guilford,81,37081,1065,456,270,36,1827
47536,345507,AUTUMN CARE OF MYRTLE GROVE,5725 CAROLINA BEACH ROAD,WILMINGTON,NC,28412,9107921455,640,New Hanover,For profit - Corporation,90,87.2,,Medicare and Medicaid,N,AUTUMN CORPORATION,2000-12-01,N,,N,N,N,Resident,Yes,2,,2,,3,,3,,4,,2,,2,,,,1.65549,1.01186,0.39908,1.41094,3.06644,0.0893,2.14580,0.70225,0.33988,3.18794,1.58656,1.06811,0.44804,3.05816,2020-03-05,10,9,3,60,1,0,60,2019-04-18,2,2,0,8,1,0,8,2018-04-05,7,7,0,40,1,0,40,39.333,0,8,1,1,13627,0,1,"5725 CAROLINA BEACH ROAD,WILMINGTON,NC,28412",2021-10-01,New Hanover,129,37129,1011,618,244,55,1928
47541,345508,UNC REX REHAB & NURSING CARE CENTER OF APEX,911 SOUTH HUGHES STREET,APEX,NC,27502,9193636011,910,Wake,Non profit - Corporation,107,90.4,,Medicare and Medicaid,N,REX HOSPITAL INC,2000-12-11,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,5,,3,,4,,,,1.63048,0.61241,0.82062,1.43303,3.06351,0.27319,2.09020,0.74540,0.36444,3.20004,1.60416,0.60903,0.85923,3.04368,2021-08-12,1,1,0,4,1,0,4,2019-05-31,5,5,0,20,1,0,20,2018-05-24,1,1,0,4,1,0,4,9.333,0,0,0,1,650,0,1,"911 SOUTH HUGHES STREET,APEX,NC,27502",2021-10-01,Wake,183,37183,1032,388,519,173,2112
47546,345509,ACCORDIUS HEALTH AT ABERDEEN,915 PEE DEE ROAD,ABERDEEN,NC,28315,9109448999,620,Moore,For profit - Individual,90,64.0,,Medicare and Medicaid,N,ACCORDIUS HEALTH AT ABERDEEN LLC,2000-12-07,N,,Y,Y,N,Resident,Yes,1,,1,,3,,1,,4,,2,,1,,,,2.37612,1.06674,0.27757,1.34431,3.72042,0.08185,2.05558,0.79872,0.41854,3.27284,2.37713,0.99004,0.25306,3.61412,2019-05-16,21,13,10,159,1,0,159,2018-03-01,13,9,2,189,1,0,189,2017-09-21,12,10,2,68,1,0,68,153.833,1,12,2,4,250408,1,5,"915 PEE DEE ROAD,ABERDEEN,NC,28315",2021-10-01,Moore,125,37125,1065,478,124,37,1704
47551,345510,PRODIGY TRANSITIONAL REHAB,911 WESTERN BOULEVARD,TARBORO,NC,27886,2528232041,320,Edgecombe,For profit - Corporation,118,85.3,,Medicare and Medicaid,N,TARBORO CARE LLC,2001-01-04,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,3,,2,,,,3.28008,0.9232,0.48365,1.40685,4.68693,0.06345,2.00947,0.77327,0.39447,3.17722,3.35677,0.88501,0.46784,4.69003,2021-05-27,5,5,5,28,1,0,28,2019-08-23,4,3,1,36,1,0,36,2018-08-10,6,5,1,103,1,0,103,43.167,0,1,0,2,22033,0,2,"911 WESTERN BOULEVARD,TARBORO,NC,27886",2021-10-01,Edgecombe,65,37065,1959,551,289,38,2837
47556,345511,AUTUMN CARE OF STATESVILLE,2001 VANHAVEN DRIVE,STATESVILLE,NC,28625,7048839700,480,Iredell,For profit - Corporation,103,70.9,,Medicare and Medicaid,N,AUTUMN CARE OF STATESVILLE LLC,2001-12-19,N,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,2,,2,,,,1.99242,0.96824,0.41976,1.38800,3.38042,0.1288,2.24843,0.76741,0.37171,3.38755,1.82231,0.93528,0.43091,3.17264,2021-05-13,5,0,5,20,0,0,20,2020-01-16,5,4,1,24,1,0,24,2019-01-31,16,11,7,72,1,0,72,30.000,1,10,1,2,27494,0,2,"2001 VANHAVEN DRIVE,STATESVILLE,NC,28625",2021-10-01,Iredell,97,37097,989,481,208,64,1742
47561,345512,CYPRESS GLEN RETIREMENT COMMUNITY,1000 HICKORY STREET,GREENVILLE,NC,27858,2528300036,730,Pitt,Non profit - Corporation,6,1.8,,Medicare,N,"THE UNITED METHODIST RETIREMENT HOMES, INCORPORATED",2002-01-10,Y,,N,Y,N,Both,Yes,5,,4,,5,,,2,5,,5,,5,,,,5.2056,0.54494,1.87149,2.41643,7.62202,0.46149,2.19133,0.74735,0.42238,3.36107,4.88520,0.54052,1.69072,7.20989,2019-06-04,3,3,0,16,1,0,16,2018-05-01,0,0,0,0,0,0,0,2017-03-16,0,0,0,0,0,0,0,8.000,0,0,0,0,0,0,0,"1000 HICKORY STREET,GREENVILLE,NC,27858",2021-10-01,Pitt,147,37147,66,7,24,6,103
47566,345513,TOWER NURSING AND REHABILITATION CENTER,3609 BOND STREET,RALEIGH,NC,27604,9192318113,910,Wake,For profit - Limited Liability company,180,58.8,,Medicare and Medicaid,N,"EVEREST LONG TERM CARE, LLC",2002-03-14,N,,N,Y,N,Resident,Yes,3,,2,,2,,2,,1,,4,,4,,,,2.60534,2.22779,1.7709,3.99869,6.60403,0.16712,2.16043,0.85634,0.74158,3.75836,2.47995,1.92847,0.91123,5.58658,2019-05-02,7,6,3,44,1,0,44,2018-03-22,10,5,4,48,2,24,72,2017-04-20,3,3,0,12,1,0,12,48.000,0,14,2,2,12311,0,2,"3609 BOND STREET,RALEIGH,NC,27604",2021-10-01,Wake,183,37183,1072,917,729,69,2787
47571,345514,AUTUMN CARE OF NASH,1210 EASTERN AVENUE,NASHVILLE,NC,27856,2524620070,630,Nash,For profit - Corporation,60,53.2,,Medicare and Medicaid,N,AUTUMN CORPORATION,2002-04-16,N,,N,Y,N,Resident,Yes,2,,2,,3,,2,,3,,3,,3,,,,2.02133,1.03059,0.48585,1.51644,3.53777,0.09232,2.07863,0.73747,0.35257,3.16868,1.99977,1.03592,0.52583,3.54967,2019-09-13,7,2,5,76,1,0,76,2018-10-11,3,3,0,12,1,0,12,2017-10-06,1,1,0,8,1,0,8,43.333,0,1,0,0,0,0,0,"1210 EASTERN AVENUE,NASHVILLE,NC,27856",2021-10-01,Nash,127,37127,753,384,181,34,1352
47576,345515,PRUITTHEALTH-TOWN CENTER,6300 ROBERTA ROAD,HARRISBURG,NC,28075,7044555553,120,Cabarrus,For profit - Corporation,70,46.9,,Medicare and Medicaid,N,PRUITTHEALTH-TOWN CENTER LLC,2002-07-01,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,5,,,,1.48195,1.05474,0.92,1.97475,3.45669,0.17697,2.01455,0.73399,0.33425,3.08280,1.51277,1.06522,1.05029,3.56493,2021-08-04,2,2,1,8,1,0,8,2019-06-05,2,2,0,8,1,0,8,2018-04-26,0,0,0,0,0,0,0,6.667,0,2,0,0,0,0,0,"6300 ROBERTA ROAD,HARRISBURG,NC,28075",2021-10-01,Cabarrus,25,37025,487,346,302,58,1193
